DATAFLOW,INDICATOR: Indicator,MUNICIPALITY: Municipality,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_INDICATOR: Note,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_C1600(1.0),M020: P10,C1100: Wormeldange,A: Annual,2023,1556.80004882813,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C220: Dippach,A: Annual,2023,2.23777413368225,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C900: Stadtbredimus,A: Annual,2023,2.60265612602234,,,1: One
LU1:DF_C1600(1.0),M030: Median,C330: Flaxweiler,A: Annual,2023,5408.60009765625,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C1070: Wiltz,A: Annual,2023,2.50043082237244,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C440: Junglinster,A: Annual,2023,5.63057708740234,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C610: Mersch,A: Annual,2023,5.4967679977417,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C850: Schengen,A: Annual,2023,2.29984188079834,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C950: Troisvierges,A: Annual,2023,6.09688138961792,,,1: One
LU1:DF_C1600(1.0),M040: P90,C320: Fischbach,A: Annual,2023,11864.6298828125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C660: Mondorf-les-Bains,A: Annual,2023,10973.7197265625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C550: Leudelange,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C880: Schuttrange,A: Annual,2023,6516.91015625,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C490: Kiischpelt,A: Annual,2023,9082.01953125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C270: Erpeldange-sur-Sûre,A: Annual,2023,4.95540046691895,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C600: Manternach,A: Annual,2023,2.37170839309692,,,1: One
LU1:DF_C1600(1.0),M040: P90,C870: Schifflange,A: Annual,2023,8548.109375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C170: Consdorf,A: Annual,2023,2.3668007850647,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C1020: Waldbillig,A: Annual,2023,2.33749485015869,,,1: One
LU1:DF_C1600(1.0),M020: P10,C930: Strassen,A: Annual,2023,2489.48999023438,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C060: Bettembourg,A: Annual,2023,5.49623250961304,,,1: One
LU1:DF_C1600(1.0),M030: Median,C1090: Winseler,A: Annual,2023,4327.1201171875,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C640: Mompach,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M010: Average,C980: Vallée de l'Ernz,A: Annual,2023,5105.6328125,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C080: Betzdorf,A: Annual,2023,2374.615234375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C110: Boevange-sur-Attert,A: Annual,2023,,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,z: Not applicable,
LU1:DF_C1600(1.0),M070: P90/P50,C340: Frisange,A: Annual,2023,2.3196713924408,,,1: One
LU1:DF_C1600(1.0),M010: Average,C300: Ettelbruck,A: Annual,2023,5112.2548828125,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C600: Manternach,A: Annual,2023,6389.54736328125,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C760: Reisdorf,A: Annual,2023,1223.5400390625,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C280: Esch-sur-Alzette,A: Annual,2023,7937.65966796875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C780: Roeser,A: Annual,2023,5.2580304145813,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C390: Habscht,A: Annual,2023,2.1938841342926,,,1: One
LU1:DF_C1600(1.0),M020: P10,C590: Mamer,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C920: Steinsel,A: Annual,2023,5778.1298828125,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C830: Sandweiler,A: Annual,2023,16281.9609375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C230: Dudelange,A: Annual,2023,5.3607439994812,,,1: One
LU1:DF_C1600(1.0),M010: Average,C810: Rumelange,A: Annual,2023,4425.53466796875,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C030: Beckerich,A: Annual,2023,4629.3603515625,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C050: Bertrange,A: Annual,2023,2.60665202140808,,,1: One
LU1:DF_C1600(1.0),M020: P10,C380: Grosbous,A: Annual,2023,2050.88989257813,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C510: Kopstal,A: Annual,2023,3.2853364944458,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C680: Nommern,A: Annual,2023,2.14314246177673,,,1: One
LU1:DF_C1600(1.0),M010: Average,C130: Bourscheid,A: Annual,2023,5365.4736328125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C540: Lenningen,A: Annual,2023,5555.60986328125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C710: Préizerdaul,A: Annual,2023,4608.43017578125,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C010: Beaufort,A: Annual,2023,2.22880387306213,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C560: Lintgen,A: Annual,2023,2.25572514533997,,,1: One
LU1:DF_C1600(1.0),M020: P10,C420: Hesperange,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C740: Reckange-sur-Mess,A: Annual,2023,12820.7802734375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C820: Saeul,A: Annual,2023,5.38054990768433,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C640: Mompach,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M020: P10,C250: Ell,A: Annual,2023,1914.93005371094,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C970: Useldange,A: Annual,2023,2346.8798828125,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C1050: Weiler-la-Tour,A: Annual,2023,6586.10009765625,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C990: Vianden,A: Annual,2023,3.88713312149048,,,1: One
LU1:DF_C1600(1.0),M010: Average,C940: Tandel,A: Annual,2023,5257.3232421875,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C1100: Wormeldange,A: Annual,2023,2.55216383934021,,,1: One
LU1:DF_C1600(1.0),M030: Median,C670: Niederanven,A: Annual,2023,6939.27001953125,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C090: Bissen,A: Annual,2023,2.36377644538879,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C300: Ettelbruck,A: Annual,2023,2.26492071151733,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C400: Heffingen,A: Annual,2023,5.53213787078857,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C130: Bourscheid,A: Annual,2023,2.16042828559875,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C720: Putscheid,A: Annual,2023,2.12069535255432,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C1060: Weiswampach,A: Annual,2023,2.20983457565308,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C020: Bech,A: Annual,2023,5.2921781539917,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C570: Lorentzweiler,A: Annual,2023,5.84852743148804,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C740: Reckange-sur-Mess,A: Annual,2023,5.27467346191406,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C090: Bissen,A: Annual,2023,2.33613848686218,,,1: One
LU1:DF_C1600(1.0),M020: P10,C630: Mertzig,A: Annual,2023,2152.56005859375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C190: Dalheim,A: Annual,2023,10951.98046875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C530: Larochette,A: Annual,2023,8541.6103515625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C190: Dalheim,A: Annual,2023,6.54326152801514,,,1: One
LU1:DF_C1600(1.0),M040: P90,C700: Pétange,A: Annual,2023,7496.89990234375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C470: Kayl,A: Annual,2023,2.12452626228333,,,1: One
LU1:DF_C1600(1.0),M010: Average,C730: Rambrouch,A: Annual,2023,5522.5625,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C1010: Wahl,A: Annual,2023,2108.77978515625,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C550: Leudelange,A: Annual,2023,2.93361306190491,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C890: Septfontaines,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M030: Median,C460: Käerjeng,A: Annual,2023,4911.0048828125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C500: Koerich,A: Annual,2023,5617.2353515625,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C210: Differdange,A: Annual,2023,1604.63000488281,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C460: Käerjeng,A: Annual,2023,2141.669921875,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C800: Rosport-Mompach,A: Annual,2023,2023.06994628906,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C430: Hobscheid,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M030: Median,C1010: Wahl,A: Annual,2023,4873.208984375,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C150: Clervaux,A: Annual,2023,8496.48046875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C910: Steinfort,A: Annual,2023,5.39710140228271,,,1: One
LU1:DF_C1600(1.0),M010: Average,C170: Consdorf,A: Annual,2023,5766.47509765625,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C360: Goesdorf,A: Annual,2023,9995.8603515625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C770: Remich,A: Annual,2023,5664.39892578125,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C040: Berdorf,A: Annual,2023,1835.31005859375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C840: Sanem,A: Annual,2023,4547.3701171875,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C360: Goesdorf,A: Annual,2023,5.57969760894775,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C1030: Waldbredimus,A: Annual,2023,2.45932507514954,,,1: One
LU1:DF_C1600(1.0),M020: P10,C670: Niederanven,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C060: Bettembourg,A: Annual,2023,11291.4599609375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C400: Heffingen,A: Annual,2023,12382.0302734375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C270: Erpeldange-sur-Sûre,A: Annual,2023,2.12433767318726,,,1: One
LU1:DF_C1600(1.0),M040: P90,C540: Lenningen,A: Annual,2023,13644.7998046875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C910: Steinfort,A: Annual,2023,11875.080078125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C010: Beaufort,A: Annual,2023,4845.1708984375,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C610: Mersch,A: Annual,2023,10951.98046875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C480: Kehlen,A: Annual,2023,2.48215651512146,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C600: Manternach,A: Annual,2023,2.15402173995972,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C930: Strassen,A: Annual,2023,2.6988742351532,,,1: One
LU1:DF_C1600(1.0),M010: Average,C1070: Wiltz,A: Annual,2023,4384.732421875,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C790: Rosport,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M070: P90/P50,C050: Bertrange,A: Annual,2023,2.65850019454956,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C1080: Wincrange,A: Annual,2023,5.48424959182739,,,1: One
LU1:DF_C1600(1.0),M010: Average,C220: Dippach,A: Annual,2023,7353.24365234375,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C560: Lintgen,A: Annual,2023,6663.63330078125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C080: Betzdorf,A: Annual,2023,5932.31494140625,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C520: Lac de la Haute-Sûre,A: Annual,2023,5.49638223648071,,,1: One
LU1:DF_C1600(1.0),M020: P10,C880: Schuttrange,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C870: Schifflange,A: Annual,2023,4.99871873855591,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C530: Larochette,A: Annual,2023,5.54977989196777,,,1: One
LU1:DF_C1600(1.0),M010: Average,C860: Schieren,A: Annual,2023,5881.0009765625,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C930: Strassen,A: Annual,2023,10628.8662109375,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C130: Bourscheid,A: Annual,2023,1584.43994140625,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C800: Rosport-Mompach,A: Annual,2023,4611.01171875,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C070: Bettendorf,A: Annual,2023,8626.8603515625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C320: Fischbach,A: Annual,2023,5.50884962081909,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C130: Bourscheid,A: Annual,2023,2.81318616867065,,,1: One
LU1:DF_C1600(1.0),M020: P10,C120: Boulaide,A: Annual,2023,1882.81005859375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C180: Contern,A: Annual,2023,5.65308618545532,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C590: Mamer,A: Annual,2023,2.54005980491638,,,1: One
LU1:DF_C1600(1.0),M020: P10,C810: Rumelange,A: Annual,2023,1386.4990234375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C290: Esch-sur-Sûre,A: Annual,2023,4292.9541015625,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C750: Redange/Attert,A: Annual,2023,10564.759765625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C980: Vallée de l'Ernz,A: Annual,2023,2.39290356636047,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C940: Tandel,A: Annual,2023,2.14180302619934,,,1: One
LU1:DF_C1600(1.0),M020: P10,C330: Flaxweiler,A: Annual,2023,2260.44995117188,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C1090: Winseler,A: Annual,2023,10799.8701171875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C640: Mompach,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M020: P10,C1020: Waldbillig,A: Annual,2023,2038.10998535156,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C820: Saeul,A: Annual,2023,2.64813137054443,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C860: Schieren,A: Annual,2023,4.40117931365967,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C250: Ell,A: Annual,2023,2.33955478668213,,,1: One
LU1:DF_C1600(1.0),M010: Average,C720: Putscheid,A: Annual,2023,5038.40234375,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C340: Frisange,A: Annual,2023,2335.98999023438,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C240: Echternach,A: Annual,2023,3479.35986328125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C590: Mamer,A: Annual,2023,6236.56982421875,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C750: Redange/Attert,A: Annual,2023,1803.38000488281,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C410: Helperknapp,A: Annual,2023,11341.759765625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C390: Habscht,A: Annual,2023,2.31858229637146,,,1: One
LU1:DF_C1600(1.0),M010: Average,C090: Bissen,A: Annual,2023,5835.4677734375,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C1000: Vichten,A: Annual,2023,4789.330078125,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C770: Remich,A: Annual,2023,2.68612766265869,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C730: Rambrouch,A: Annual,2023,2.27847933769226,,,1: One
LU1:DF_C1600(1.0),M040: P90,C620: Mertert,A: Annual,2023,10291.890625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C140: Bous,A: Annual,2023,2.52077579498291,,,1: One
LU1:DF_C1600(1.0),M020: P10,C680: Nommern,A: Annual,2023,2267.21997070313,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C480: Kehlen,A: Annual,2023,14537.4501953125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C1070: Wiltz,A: Annual,2023,5.25536012649536,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C040: Berdorf,A: Annual,2023,2.42120909690857,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C380: Grosbous,A: Annual,2023,1.82967233657837,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C810: Rumelange,A: Annual,2023,2.189945936203,,,1: One
LU1:DF_C1600(1.0),M010: Average,C510: Kopstal,A: Annual,2023,11457.8896484375,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C350: Garnich,A: Annual,2023,2.45209503173828,,,1: One
LU1:DF_C1600(1.0),M020: P10,C200: Diekirch,A: Annual,2023,1766.06994628906,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C890: Septfontaines,A: Annual,2023,,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,z: Not applicable,
LU1:DF_C1600(1.0),M030: Median,C930: Strassen,A: Annual,2023,6503.830078125,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C200: Diekirch,A: Annual,2023,8847.830078125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C430: Hobscheid,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M050: P90/P10,C660: Mondorf-les-Bains,A: Annual,2023,6.68253183364868,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C1000: Vichten,A: Annual,2023,4.22391510009766,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C650: Mondercange,A: Annual,2023,5.12961769104004,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C730: Rambrouch,A: Annual,2023,5.13355875015259,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C800: Rosport-Mompach,A: Annual,2023,2.27974057197571,,,1: One
LU1:DF_C1600(1.0),M020: P10,C470: Kayl,A: Annual,2023,1965.5400390625,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C160: Colmar-Berg,A: Annual,2023,4461.47412109375,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C100: Biwer,A: Annual,2023,7.36140394210815,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C460: Käerjeng,A: Annual,2023,2.28442668914795,,,1: One
LU1:DF_C1600(1.0),M040: P90,C270: Erpeldange-sur-Sûre,A: Annual,2023,10951.98046875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C850: Schengen,A: Annual,2023,6167.48876953125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C720: Putscheid,A: Annual,2023,4198.5849609375,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C1060: Weiswampach,A: Annual,2023,5523.126953125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C580: Luxembourg,A: Annual,2023,5669.1650390625,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C960: Tuntange,A: Annual,2023,,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,z: Not applicable,
LU1:DF_C1600(1.0),M020: P10,C540: Lenningen,A: Annual,2023,2202.2900390625,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C1040: Walferdange,A: Annual,2023,13808.33984375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C690: Parc Hosingen,A: Annual,2023,2.60049343109131,,,1: One
