DATAFLOW,INDICATOR: Indicator,MUNICIPALITY: Municipality,FREQ: Frequency,TIME_PERIOD: Time period,OBS_VALUE,NOTE_INDICATOR: Note,OBS_STATUS: Observation status,DECIMALS: Decimals
LU1:DF_C1600(1.0),M070: P90/P50,C180: Contern,A: Annual,2023,2.3925154209137,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C1010: Wahl,A: Annual,2023,2.14036798477173,,,1: One
LU1:DF_C1600(1.0),M030: Median,C370: Grevenmacher,A: Annual,2023,4202.1953125,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C310: Feulen,A: Annual,2023,3.88240766525269,,,1: One
LU1:DF_C1600(1.0),M010: Average,C820: Saeul,A: Annual,2023,6458.06494140625,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C840: Sanem,A: Annual,2023,5773.0458984375,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C070: Bettendorf,A: Annual,2023,1870.33996582031,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C240: Echternach,A: Annual,2023,1475.89001464844,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C920: Steinsel,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C1050: Weiler-la-Tour,A: Annual,2023,2.23756241798401,,,1: One
LU1:DF_C1600(1.0),M010: Average,C290: Esch-sur-Sûre,A: Annual,2023,5344.86181640625,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C1010: Wahl,A: Annual,2023,10430.4609375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C190: Dalheim,A: Annual,2023,4780.6298828125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C360: Goesdorf,A: Annual,2023,4528.0048828125,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C330: Flaxweiler,A: Annual,2023,2.22580313682556,,,1: One
LU1:DF_C1600(1.0),M020: P10,C220: Dippach,A: Annual,2023,2447.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C170: Consdorf,A: Annual,2023,4351.89990234375,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C1060: Weiswampach,A: Annual,2023,3942.580078125,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C140: Bous,A: Annual,2023,11234.4697265625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C990: Vianden,A: Annual,2023,7039.71484375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C550: Leudelange,A: Annual,2023,2.57222938537598,,,1: One
LU1:DF_C1600(1.0),M030: Median,C870: Schifflange,A: Annual,2023,4127.75,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C1100: Wormeldange,A: Annual,2023,2.98616051673889,,,1: One
LU1:DF_C1600(1.0),M010: Average,C250: Ell,A: Annual,2023,6030.71630859375,,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C650: Mondercange,A: Annual,2023,7515.92626953125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C890: Septfontaines,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M070: P90/P50,C520: Lac de la Haute-Sûre,A: Annual,2023,2.1776020526886,,,1: One
LU1:DF_C1600(1.0),M040: P90,C310: Feulen,A: Annual,2023,9278.759765625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C980: Vallée de l'Ernz,A: Annual,2023,5.15733337402344,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C380: Grosbous,A: Annual,2023,2.28467655181885,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C530: Larochette,A: Annual,2023,2.49119925498962,,,1: One
LU1:DF_C1600(1.0),M030: Median,C210: Differdange,A: Annual,2023,3587.47998046875,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C960: Tuntange,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M070: P90/P50,C480: Kehlen,A: Annual,2023,2.39338564872742,,,1: One
LU1:DF_C1600(1.0),M010: Average,C100: Biwer,A: Annual,2023,8023.8671875,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C620: Mertert,A: Annual,2023,1874.32995605469,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C430: Hobscheid,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M070: P90/P50,C500: Koerich,A: Annual,2023,2.2267415523529,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C110: Boevange-sur-Attert,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M050: P90/P10,C580: Luxembourg,A: Annual,2023,6.21162223815918,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C910: Steinfort,A: Annual,2023,2.36300539970398,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C930: Strassen,A: Annual,2023,2.61251497268677,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C1080: Wincrange,A: Annual,2023,2.61062502861023,,,1: One
LU1:DF_C1600(1.0),M020: P10,C1090: Winseler,A: Annual,2023,1608.03002929688,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C160: Colmar-Berg,A: Annual,2023,9343.9599609375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C770: Remich,A: Annual,2023,1468.23999023438,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C840: Sanem,A: Annual,2023,9962.5302734375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C880: Schuttrange,A: Annual,2023,2.85288119316101,,,1: One
LU1:DF_C1600(1.0),M010: Average,C270: Erpeldange-sur-Sûre,A: Annual,2023,6099.154296875,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C1040: Walferdange,A: Annual,2023,5810.669921875,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C1030: Waldbredimus,A: Annual,2023,12081.9501953125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C940: Tandel,A: Annual,2023,5.33373308181763,,,1: One
LU1:DF_C1600(1.0),M020: P10,C390: Habscht,A: Annual,2023,2238.5,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C330: Flaxweiler,A: Annual,2023,12038.4794921875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C360: Goesdorf,A: Annual,2023,2.52753591537476,,,1: One
LU1:DF_C1600(1.0),M010: Average,C140: Bous,A: Annual,2023,6814.28076171875,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C650: Mondercange,A: Annual,2023,2.28328990936279,,,1: One
LU1:DF_C1600(1.0),M010: Average,C690: Parc Hosingen,A: Annual,2023,5161.66796875,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C350: Garnich,A: Annual,2023,2383.06005859375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C900: Stadtbredimus,A: Annual,2023,1901.30004882813,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C1090: Winseler,A: Annual,2023,6.71621179580688,,,1: One
LU1:DF_C1600(1.0),M020: P10,C1050: Weiler-la-Tour,A: Annual,2023,2582.07006835938,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C800: Rosport-Mompach,A: Annual,2023,5896.82275390625,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C320: Fischbach,A: Annual,2023,5308.68994140625,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C180: Contern,A: Annual,2023,14713.060546875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C780: Roeser,A: Annual,2023,2.28413915634155,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C810: Rumelange,A: Annual,2023,5.58156394958496,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C1070: Wiltz,A: Annual,2023,2.10178184509277,,,1: One
LU1:DF_C1600(1.0),M040: P90,C460: Käerjeng,A: Annual,2023,11218.830078125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C850: Schengen,A: Annual,2023,6.0266056060791,,,1: One
LU1:DF_C1600(1.0),M010: Average,C970: Useldange,A: Annual,2023,6096.0703125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C740: Reckange-sur-Mess,A: Annual,2023,6292.25,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C920: Steinsel,A: Annual,2023,2.60351014137268,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C300: Ettelbruck,A: Annual,2023,4.86783123016357,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C390: Habscht,A: Annual,2023,5.08670091629028,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C1060: Weiswampach,A: Annual,2023,2.56827211380005,,,1: One
LU1:DF_C1600(1.0),M020: P10,C940: Tandel,A: Annual,2023,1718.61999511719,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C710: Préizerdaul,A: Annual,2023,9104.919921875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C230: Dudelange,A: Annual,2023,2.30401492118835,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C400: Heffingen,A: Annual,2023,2.47047638893127,,,1: One
LU1:DF_C1600(1.0),M030: Median,C1020: Waldbillig,A: Annual,2023,4987.06982421875,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C880: Schuttrange,A: Annual,2023,18591.970703125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C680: Nommern,A: Annual,2023,2.34341168403625,,,1: One
LU1:DF_C1600(1.0),M030: Median,C490: Kiischpelt,A: Annual,2023,4314.8095703125,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C200: Diekirch,A: Annual,2023,2.34652614593506,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C370: Grevenmacher,A: Annual,2023,2.45628976821899,,,1: One
LU1:DF_C1600(1.0),M010: Average,C420: Hesperange,A: Annual,2023,9089.34375,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C490: Kiischpelt,A: Annual,2023,1613.4599609375,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C040: Berdorf,A: Annual,2023,4226.5,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C910: Steinfort,A: Annual,2023,5199.25,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C710: Préizerdaul,A: Annual,2023,4.16259145736694,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C950: Troisvierges,A: Annual,2023,2.66247129440308,,,1: One
LU1:DF_C1600(1.0),M020: P10,C520: Lac de la Haute-Sûre,A: Annual,2023,1700.02001953125,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C290: Esch-sur-Sûre,A: Annual,2023,8844.16015625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C1030: Waldbredimus,A: Annual,2023,2.08366966247559,,,1: One
LU1:DF_C1600(1.0),M010: Average,C520: Lac de la Haute-Sûre,A: Annual,2023,5459.47021484375,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C110: Boevange-sur-Attert,A: Annual,2023,,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,z: Not applicable,
LU1:DF_C1600(1.0),M040: P90,C010: Beaufort,A: Annual,2023,8747.49609375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C750: Redange/Attert,A: Annual,2023,2.31167006492615,,,1: One
LU1:DF_C1600(1.0),M010: Average,C380: Grosbous,A: Annual,2023,5171.2041015625,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C510: Kopstal,A: Annual,2023,2.93129515647888,,,1: One
LU1:DF_C1600(1.0),M040: P90,C040: Berdorf,A: Annual,2023,10233.240234375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C840: Sanem,A: Annual,2023,4.85316562652588,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C780: Roeser,A: Annual,2023,2.3019745349884,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C070: Bettendorf,A: Annual,2023,2.16047430038452,,,1: One
LU1:DF_C1600(1.0),M010: Average,C550: Leudelange,A: Annual,2023,12518.3310546875,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C660: Mondorf-les-Bains,A: Annual,2023,1642.15002441406,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C1080: Wincrange,A: Annual,2023,4860.1923828125,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C110: Boevange-sur-Attert,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M060: P50/P10,C120: Boulaide,A: Annual,2023,2.35443305969238,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C790: Rosport,A: Annual,2023,,,z: Not applicable,
LU1:DF_C1600(1.0),M030: Median,C630: Mertzig,A: Annual,2023,4713.490234375,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C100: Biwer,A: Annual,2023,3.10801005363464,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C060: Bettembourg,A: Annual,2023,2.36191892623901,,,1: One
LU1:DF_C1600(1.0),M030: Median,C610: Mersch,A: Annual,2023,4629.43017578125,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C670: Niederanven,A: Annual,2023,2.83574628829956,,,1: One
LU1:DF_C1600(1.0),M030: Median,C070: Bettendorf,A: Annual,2023,3993.0400390625,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C700: Pétange,A: Annual,2023,4.42833185195923,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C810: Rumelange,A: Annual,2023,2.54872226715088,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C620: Mertert,A: Annual,2023,2.28296089172363,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C770: Remich,A: Annual,2023,2.4298357963562,,,1: One
LU1:DF_C1600(1.0),M040: P90,C570: Lorentzweiler,A: Annual,2023,12907.7001953125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C580: Luxembourg,A: Annual,2023,15200.275390625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C390: Habscht,A: Annual,2023,6730.81640625,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C150: Clervaux,A: Annual,2023,5.50746774673462,,,1: One
LU1:DF_C1600(1.0),M010: Average,C530: Larochette,A: Annual,2023,4781.525390625,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C360: Goesdorf,A: Annual,2023,1791.46997070313,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C620: Mertert,A: Annual,2023,4508.1328125,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C020: Bech,A: Annual,2023,11864.6396484375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M010: Average,C1100: Wormeldange,A: Annual,2023,6814.83837890625,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C510: Kopstal,A: Annual,2023,2234.27001953125,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C680: Nommern,A: Annual,2023,5.02226543426514,,,1: One
LU1:DF_C1600(1.0),M030: Median,C470: Kayl,A: Annual,2023,4181.2802734375,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C730: Rambrouch,A: Annual,2023,9556.8994140625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C220: Dippach,A: Annual,2023,2.21825432777405,,,1: One
LU1:DF_C1600(1.0),M010: Average,C540: Lenningen,A: Annual,2023,7944.55517578125,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C500: Koerich,A: Annual,2023,2417.71997070313,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C590: Mamer,A: Annual,2023,15841.259765625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C540: Lenningen,A: Annual,2023,6.19573259353638,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C650: Mondercange,A: Annual,2023,2.24659061431885,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C690: Parc Hosingen,A: Annual,2023,5.49509620666504,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C080: Betzdorf,A: Annual,2023,2.37681746482849,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C760: Reisdorf,A: Annual,2023,2.17872285842896,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C010: Beaufort,A: Annual,2023,4.9021782875061,,,1: One
LU1:DF_C1600(1.0),M010: Average,C1090: Winseler,A: Annual,2023,6100.67333984375,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C140: Bous,A: Annual,2023,5.48732233047485,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C550: Leudelange,A: Annual,2023,7.54592609405518,,,1: One
LU1:DF_C1600(1.0),M010: Average,C120: Boulaide,A: Annual,2023,5129.7216796875,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C1070: Wiltz,A: Annual,2023,1357.91003417969,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C440: Junglinster,A: Annual,2023,13665.8603515625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C520: Lac de la Haute-Sûre,A: Annual,2023,2.52405261993408,,,1: One
LU1:DF_C1600(1.0),M020: P10,C790: Rosport,A: Annual,2023,,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,z: Not applicable,
LU1:DF_C1600(1.0),M060: P50/P10,C240: Echternach,A: Annual,2023,2.35746550559998,,,1: One
LU1:DF_C1600(1.0),M040: P90,C720: Putscheid,A: Annual,2023,8903.919921875,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C410: Helperknapp,A: Annual,2023,4.99751472473145,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C350: Garnich,A: Annual,2023,2.12675309181213,,,1: One
LU1:DF_C1600(1.0),M010: Average,C400: Heffingen,A: Annual,2023,7433.720703125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C060: Bettembourg,A: Annual,2023,4780.6298828125,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C1000: Vichten,A: Annual,2023,9108.4501953125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C130: Bourscheid,A: Annual,2023,6.07768726348877,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C800: Rosport-Mompach,A: Annual,2023,2.27921509742737,,,1: One
LU1:DF_C1600(1.0),M020: P10,C650: Mondercange,A: Annual,2023,2321.43994140625,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C750: Redange/Attert,A: Annual,2023,4570.18505859375,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C910: Steinfort,A: Annual,2023,2.28399872779846,,,1: One
LU1:DF_C1600(1.0),M010: Average,C950: Troisvierges,A: Annual,2023,4723.3095703125,,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C200: Diekirch,A: Annual,2023,3770.60791015625,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C490: Kiischpelt,A: Annual,2023,2.10484838485718,,,1: One
LU1:DF_C1600(1.0),M010: Average,C680: Nommern,A: Annual,2023,6637.6162109375,,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C660: Mondorf-les-Bains,A: Annual,2023,2.64342594146729,,,1: One
LU1:DF_C1600(1.0),M030: Median,C480: Kehlen,A: Annual,2023,6074.0107421875,,,0: Zero
LU1:DF_C1600(1.0),M070: P90/P50,C210: Differdange,A: Annual,2023,2.06371831893921,,,1: One
LU1:DF_C1600(1.0),M040: P90,C170: Consdorf,A: Annual,2023,10300.080078125,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C1030: Waldbredimus,A: Annual,2023,5798.39990234375,,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C1060: Weiswampach,A: Annual,2023,1535.10998535156,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M030: Median,C760: Reisdorf,A: Annual,2023,3500,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C280: Esch-sur-Alzette,A: Annual,2023,5.30092573165894,,,1: One
LU1:DF_C1600(1.0),M010: Average,C670: Niederanven,A: Annual,2023,12928.693359375,,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C560: Lintgen,A: Annual,2023,5.15976667404175,,,1: One
LU1:DF_C1600(1.0),M050: P90/P10,C970: Useldange,A: Annual,2023,4.48020792007446,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C630: Mertzig,A: Annual,2023,2.1896562576294,,,1: One
LU1:DF_C1600(1.0),M070: P90/P50,C900: Stadtbredimus,A: Annual,2023,2.26592063903809,,,1: One
LU1:DF_C1600(1.0),M040: P90,C860: Schieren,A: Annual,2023,9827.1025390625,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M060: P50/P10,C250: Ell,A: Annual,2023,2.49309635162354,,,1: One
LU1:DF_C1600(1.0),M060: P50/P10,C940: Tandel,A: Annual,2023,2.49030017852783,,,1: One
LU1:DF_C1600(1.0),M020: P10,C370: Grevenmacher,A: Annual,2023,1661.48596191406,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C090: Bissen,A: Annual,2023,1965.73999023438,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M020: P10,C640: Mompach,A: Annual,2023,,M20: the first decile (here referred to as P10) is the salary below which 10% of salaries are situated,z: Not applicable,
LU1:DF_C1600(1.0),M030: Median,C340: Frisange,A: Annual,2023,5159.27001953125,,,0: Zero
LU1:DF_C1600(1.0),M040: P90,C030: Beckerich,A: Annual,2023,10242.9599609375,M40: the ninth decile (here referred to as P90) is the salary below which 90% of salaries are situated,,0: Zero
LU1:DF_C1600(1.0),M050: P90/P10,C830: Sandweiler,A: Annual,2023,6.65365552902222,,,1: One
